study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,excess_pb210_activity,excess_pb210_activity_se,pb214_activity_352keV,pb214_activity_se_352keV,pb214_activity_295keV,pb214_activity_se_295keV,pb214_unit,age,age_sd,bi214_activity,bi214_activity_se,bi214_unit
Messerschmidt_and_Kirwan_2020,GCREW,C3,13,14,NA,0.08218598726114651,NA,4.619627253761971,0.14182447158787104,disintegrationsPerMinutePerGram,9.540658729593229,0.020325111820328187,disintegrationsPerMinutePerGram,9.33539373530477,0.23906391467906496,0.1959998772206002,0.024385992736897413,0.35161337162400613,0.04096271855204423,disintegrationsPerMinutePerGram,1982.4861825083287,6.570238787169586,0.28737817146577294,0.04241682374567173,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,13,14,C3_13_loi,NA,0.8502431533145637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,14,15,NA,0.07924585987261147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979.448228461937,8.359833677813507,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,14,15,C3_14_loi,NA,0.8393914848377462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,15,16,NA,0.1077310686482661,NA,4.4520339587297695,0.1371519072660361,disintegrationsPerMinutePerGram,6.839199145836328,0.020376975567969278,disintegrationsPerMinutePerGram,6.820363091539459,0.19173973401634417,0.17750276579645669,0.022872636817279957,0.022822621280007487,0.010227717012885154,disintegrationsPerMinutePerGram,1976.6732584873394,10.10792125381771,0.01802743894070213,0.010424837561948886,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,15,16,C3_15_loi,NA,0.8324727250808703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,16,17,NA,0.09403085633404105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973.1611787882728,12.536080612610519,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,16,17,C3_16_loi,NA,0.8335641529664046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,17,18,NA,0.11666298655343241,NA,3.2684562521376077,0.1069460063666437,disintegrationsPerMinutePerGram,5.706619168219559,0.020659086281644735,disintegrationsPerMinutePerGram,5.391642013379071,0.18804431763701143,0.2778720855127678,0.026240961782734766,0.49786893233502083,0.04405274836155517,disintegrationsPerMinutePerGram,1970.1217008324336,14.794180123515599,0.298476841467556,0.039024542954969765,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,17,18,C3_17_loi,NA,0.835820895522388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,18,19,NA,0.11493729653220099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966.424245795342,17.826819872943364,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,18,19,C3_18_loi,NA,0.8270707276147862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,19,20,NA,0.14338966737438075,NA,2.015494201489377,0.08539521643680144,disintegrationsPerMinutePerGram,3.602755011195493,0.020314258968763457,disintegrationsPerMinutePerGram,3.322521986349264,0.13776773425527195,0.19182173012435472,0.022246361456753426,0.3141815000948432,0.03569274496538476,disintegrationsPerMinutePerGram,1963.1421455447412,20.73690208345853,0.4151952012804224,0.04707933785530893,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,19,20,C3_19_loi,NA,0.832328161686847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,20,21,NA,0.08719037508846426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959.6739457701979,24.096931814328446,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,20,21,C3_20_loi,NA,0.8346665991595361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,21,22,NA,0.09794762915782022,NA,0.9056671337985343,0.05913187583341666,disintegrationsPerMinutePerGram,3.538539394918243,0.020418756793425,disintegrationsPerMinutePerGram,3.3315596617230354,0.14524222858175106,0.14281649727675658,0.019930091547068474,0.3784480153821263,0.040742890495944484,disintegrationsPerMinutePerGram,1957.3627184589748,26.373307919427994,0.18122352808950384,0.03224489475340743,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,21,22,C3_21_loi,NA,0.8361221565105061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,22,23,NA,0.09681528662420381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954.5470601213162,29.39307438124349,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,22,23,C3_22_loi,NA,0.8312750043485821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,23,25,NA,0.09992922859164896,NA,0.7558462636666772,0.05279200015211459,disintegrationsPerMinutePerGram,2.9439923012444873,0.02048470113883017,disintegrationsPerMinutePerGram,2.7111007391370237,0.10236238947554394,0.2196464153464276,0.024221171610084306,0.20789174015679507,0.02948680878369424,disintegrationsPerMinutePerGram,1951.8927030942439,32.39202993283293,0.3395244844424482,0.04326586183034821,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,23,24,C3_23_loi,NA,0.8293212715935807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,24,25,C3_24_loi,NA,0.8175754195137824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,25,26,NA,0.1387119603680113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946.091477571081,40.35150864699718,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,25,26,C3_25_loi,NA,0.8124554547912213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,26,27,NA,0.1494692144373673,NA,0.5782024546486113,0.04605239429631071,disintegrationsPerMinutePerGram,1.6066392491125563,0.020266817694186215,disintegrationsPerMinutePerGram,1.020757840411335,0.11067831023159352,0.5091892819828493,0.03698358866124362,0.7505515334700884,0.05626240554689178,disintegrationsPerMinutePerGram,1942.3903484647237,45.85439456861053,0.5239063969364043,0.05377050635374705,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,26,27,C3_26_loi,NA,0.8010525056811386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,27,28,NA,0.1307855626326964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.315667562425,48.796414469151706,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,27,28,C3_27_loi,NA,0.7931814848186408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,28,29,NA,0.15569709837225762,NA,0.5086863491322,0.04439358637137169,disintegrationsPerMinutePerGram,2.1948933569934184,0.020349998057962712,disintegrationsPerMinutePerGram,1.9729205252754225,0.06651907764256382,0.20558288742617478,0.024064169645920848,0.2310341759696288,0.03193926437047772,disintegrationsPerMinutePerGram,1937.4408476287308,53.408697378275576,0.28005120119672766,0.040336833194301994,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,28,29,C3_28_loi,NA,0.7623437390879251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,29,30,NA,0.14437367303609341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932.3369032716967,63.234207022760266,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,29,30,C3_29_loi,NA,0.7497760859829825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,30,31,NA,0.1341922151450814,NA,0.5828501795716619,0.045438853855106036,disintegrationsPerMinutePerGram,1.268520751961471,0.020367553238321453,disintegrationsPerMinutePerGram,1.0083752960260197,0.09991681407466482,0.3955448367539076,0.031988561836719664,0.27209679742404436,0.03314391121484457,disintegrationsPerMinutePerGram,1928.2066372352438,71.94026778860022,0.13898433700291965,0.02711101399180971,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,30,31,C3_30_loi,NA,0.7350796215093469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,31,32,NA,0.11491917905166313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925.308337545746,78.13160311068258,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,31,32,C3_31_loi,NA,0.7257464084946907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,32,33,NA,0.09570672328379334,NA,0.48544565795611805,0.04141971020854695,disintegrationsPerMinutePerGram,1.3065698846136489,0.020423651745569916,disintegrationsPerMinutePerGram,0.9974692754473136,0.04224590840029756,0.3421131929977525,0.029720718811488817,0.3225170492433974,0.03609570440084823,disintegrationsPerMinutePerGram,1922.6150430455587,84.09038762138142,0.2888261538263562,0.03914322070843705,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,32,33,C3_32_loi,NA,0.7224095974042608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,33,34,NA,0.16197254069355982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920.1993733805848,89.48554812633536,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,33,34,C3_33_loi,NA,0.7275892724848125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,34,36,NA,0.15339504600141543,NA,0.22673092770439646,0.026992819306516168,disintegrationsPerMinutePerGram,1.2238975446661624,0.0204428747620894,disintegrationsPerMinutePerGram,0.7618141813365868,0.040838281156418785,0.47576214427376584,0.033565008894874675,0.49226776203601047,0.04271567120943669,disintegrationsPerMinutePerGram,1916.4067876345189,99.64217724699206,0.43876409574453323,0.04620440269275815,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,34,35,C3_34_loi,NA,0.736568234865843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,35,37,C3_35_loi,NA,0.7117409078392747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,36,37,NA,0.12115498938428876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908.6231261258692,126.51665532149,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,37,38,NA,0.1284818117480538,NA,0.26845719182871475,0.029126629897512347,disintegrationsPerMinutePerGram,0.3788101944228098,0.020263765684449195,disintegrationsPerMinutePerGram,0.04729085701866443,0.05556572645424681,0.23698927884235113,0.0234108199714103,0.3902594813743281,0.037663497946921025,disintegrationsPerMinutePerGram,1906.1385328014028,134.10494432069314,0.36859630513227165,0.041949595502154685,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,37,38,C3_37_loi,NA,0.7496587141649874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,38,39,NA,0.0815575371549894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905.8901693756231,131.79068199321748,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,38,39,C3_38_loi,NA,0.7453351587060135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,39,40,NA,0.10305732484076434,NA,0.003432511251563904,0.003435255526183595,disintegrationsPerMinutePerGram,0.4943697893021263,0.020344588113974476,disintegrationsPerMinutePerGram,0.2113332729217674,0.07046897712227276,0.1916588141276943,0.022080376666625722,0.3980965527391742,0.03993036361868845,disintegrationsPerMinutePerGram,1905.454461538344,130.14172341874874,0.2651582856780805,0.037305231193025645,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,39,40,C3_39_loi,NA,0.7671847766396866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,40,41,NA,0.12973078556263268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904.5355206692238,130.38129521585122,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,40,41,C3_40_loi,NA,0.7639547439087367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,41,42,NA,0.11913772116065109,NA,0.22175609672126956,0.026726234529910048,disintegrationsPerMinutePerGram,0.49102109508734826,0.020090469797430385,disintegrationsPerMinutePerGram,0.2283066802874013,0.09399135475558816,0.21461889781516968,0.02249821687425343,0.15088564226852072,0.023590450995459082,disintegrationsPerMinutePerGram,1903.291099906293,131.79622615036064,0.4290224096898865,0.045743199741371046,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,41,42,C3_41_loi,NA,0.7551623099462428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,42,43,NA,0.16269950460014151,NA,0.0029496820734327806,0.002951708608147581,disintegrationsPerMinutePerGram,0.654920642247035,0.020365489783026828,disintegrationsPerMinutePerGram,0.37753224966901944,0.053016640203171025,0.3600104842659824,0.028105787457900887,0.23506596516354417,0.028378445224463426,disintegrationsPerMinutePerGram,1902.0574786194582,132.9062111951963,0.24792614822085188,0.03341982004586227,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,42,43,C3_42_loi,NA,0.7787647563606002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,43,45,NA,0.0731997169143666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899.08393368006,141.56848750248864,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,43,44,C3_43_loi,NA,0.793472906403941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,44,45,C3_44_loi,NA,0.7943424118664028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,45,46,NA,0.11686397735314932,NA,0.002886693750609239,0.002888634659074037,disintegrationsPerMinutePerGram,0.5217204188745536,0.02020140277690448,disintegrationsPerMinutePerGram,0.2982082400944126,0.0264582245191235,0.22362999076586199,0.02187122555998256,0.255238692251344,0.029258761768329908,disintegrationsPerMinutePerGram,1896.471588529034,148.5792954351494,0.20030220511226818,0.029699778366678017,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,45,46,C3_45_loi,NA,0.79826555724833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,46,47,NA,0.11909695682944092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894.4944993248685,152.24660856015674,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,46,47,C3_46_loi,NA,0.7941251924063623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,47,48,NA,0.10885265392781318,NA,0.003019191536225661,0.0030213147071629374,disintegrationsPerMinutePerGram,0.5149774862674036,0.02020231020490693,disintegrationsPerMinutePerGram,0.2811640652657623,0.08516418897833702,0.19638311324594684,0.02095466988378517,0.38136288478813973,0.0366297082679933,disintegrationsPerMinutePerGram,1892.4094580696708,155.97963754396352,0.13190487326854888,0.024629219626951825,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,47,48,C3_47_loi,NA,0.7952935583551224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,48,49,NA,0.08505590941259732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890.4392377435129,158.52333168820957,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,48,49,C3_48_loi,NA,0.7837068399153223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,49,50,NA,0.11115357395612173,NA,0.18764202901647023,0.023081182952669487,disintegrationsPerMinutePerGram,0.03237927584103574,0.020051685438600742,disintegrationsPerMinutePerGram,-0.2560156764333755,0.05834149539664498,0.2833062874235271,0.024301991661954927,0.38707041455270896,0.035587781622779126,disintegrationsPerMinutePerGram,1890.3681537407858,150.7350476018528,0.18726843465198129,0.028322275976757343,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,49,50,C3_49_loi,NA,0.7671412726079181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,50,51,NA,0.11618740268931353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892.207901397266,133.8932869030738,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,50,51,C3_50_loi,NA,0.7233786081753019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,51,52,NA,0.13440113234253362,NA,0.2649823315793217,0.02614091025226782,disintegrationsPerMinutePerGram,0.42535226487697236,0.02040068703073074,disintegrationsPerMinutePerGram,-0.04424368330408775,0.06744285618273377,0.39476887803466826,0.027347115106883542,0.5851519371439537,0.04172375115273034,disintegrationsPerMinutePerGram,1893.2856192564384,120.94161031957172,0.42754210337362186,0.04083422725078896,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,51,52,C3_51_loi,NA,0.6847685239721993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,52,53,NA,0.13946553432413306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893.6449007575145,110.67167083798896,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,52,53,C3_52_loi,NA,0.6735532420765911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,53,54,NA,0.11971295116772825,NA,0.22904261604116855,0.026521684286325828,disintegrationsPerMinutePerGram,1.0116340709210225,0.020341209681567315,disintegrationsPerMinutePerGram,0.6486307324026903,0.0500966363003007,0.4279077195830737,0.031103830777961437,0.3483569001803308,0.03508183863004691,disintegrationsPerMinutePerGram,1891.007238248649,110.05305982798363,0.3324908385216144,0.03928400630652203,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,53,54,C3_53_loi,NA,0.7146583425981357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,54,56,NA,0.13154479830148622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885.4953290585295,117.60059823424523,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,54,56,C3_54_loi,NA,0.7151680749448934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
