"","Site.name","SiteNum","U_depth","L_depth","mid_point","BD_final","OC_final","CD_calc"
"6449","GJB02 582","M1308",0.118,0.131,0.125,0.63,6.28,0.039
"6450","GJB02 582","M1308",0.131,0.15,0.141,0.54,8.5,0.046
"6451","GJB02 582","M1308",0.15,0.175,0.163,0.53,8.84,0.047
"6452","GJB02 582","M1308",0.175,0.19,0.183,0.49,10.04,0.049
"6453","GJB02 582","M1308",0.19,0.224,0.207,0.49,9.87,0.049
"6454","GJB02 582","M1308",0.224,0.265,0.245,0.48,10.36,0.05
"6455","GJB02 582","M1308",0.265,0.302,0.284,0.53,8.81,0.047
"6456","GJB02 582","M1308",0.302,0.344,0.323,0.52,9.15,0.047
"6457","GJB02 582","M1308",0.344,0.382,0.363,0.76,3.61,0.028
"6458","GJB02 582","M1308",0.382,0.42,0.401,0.73,4.08,0.03
"6459","GJB02 582","M1308",0.42,0.464,0.442,0.9,2.11,0.019
"6460","GJB02 582","M1308",0.464,0.507,0.486,1.06,1.21,0.013
"6461","GJB02 582","M1308",0.507,0.548,0.528,1.07,1.15,0.012
"6462","GJB02 582","M1308",0.548,0.58,0.564,1.05,1.26,0.013
"6463","GJB02 582","M1308",0.58,0.621,0.601,1.07,1.16,0.012
"6464","GJB02 582","M1308",0.621,0.672,0.647,1.08,1.12,0.012
"6465","GJB02 582","M1308",0.672,0.702,0.687,1.05,1.25,0.013
"6466","GJB02 582","M1308",0.702,0.744,0.723,1.06,1.2,0.013
"6467","GJB02 582","M1308",0.744,0.784,0.764,0.88,2.21,0.02
"6468","GJB02 582","M1308",0.784,0.823,0.804,1.09,1.1,0.012
"6469","GJB02 582","M1308",0.823,0.866,0.845,1.03,1.34,0.014
"6470","GJB02 582","M1308",0.866,0.903,0.885,1.11,1.01,0.011
"6471","GJB02 582","M1308",0.903,0.946,0.925,1.05,1.23,0.013
"6472","GJB02 582","M1308",0.946,0.983,0.965,1.12,0.99,0.011
"6473","GJB02 582","M1308",0.983,1.025,1.004,1.03,1.32,0.014
"6474","GJB02 582","M1308",1.025,1.063,1.044,1.1,1.05,0.012
"6475","GJB02 582","M1308",1.063,1.104,1.084,1.11,1.03,0.011
"6476","GJB02 582","M1308",1.104,1.142,1.123,0.98,1.56,0.015
"6477","GJB02 582","M1308",1.142,1.183,1.163,1.05,1.24,0.013
"6478","GJB02 582","M1308",1.183,1.224,1.204,1.12,0.99,0.011
"6479","GJB02 582","M1308",1.224,1.264,1.244,1.11,1.04,0.011
"6480","AGD14 BR 1","M1310",0,0.05,0.025,0.92,1.53,0.014
"6481","AGD14 BR 1","M1310",0.05,0.11,0.08,0.75,3.76,0.028
"6482","AGD14 BR 1","M1310",0.11,0.17,0.14,0.52,8.41,0.044
"6483","AGD14 BR 1","M1310",0.17,0.23,0.2,0.36,8.3,0.03
"6484","AGD14 BR 1","M1310",0.23,0.29,0.26,0.29,8.61,0.025
"6485","AGD14 BR 1","M1310",0.29,0.35,0.32,0.62,6.42,0.04
"6486","AGD14 BR 1","M1310",0.35,0.41,0.38,0.67,5.28,0.035
"6487","AGD14 BR 1","M1310",0.41,0.47,0.44,0.42,5.98,0.025
"6488","AGD14 BR 1","M1310",0.47,0.53,0.5,0.63,6.15,0.039
"6489","AGD14 BR 1","M1310",0.53,0.59,0.56,0.57,7.57,0.043
"6490","AGD14 BR 1","M1310",0.59,0.65,0.62,0.64,6.02,0.038
"6491","AGD14 BR 1","M1310",0.65,0.71,0.68,0.39,5.99,0.024
"6492","AGD14 BR 1","M1310",0.71,0.77,0.74,0.65,5.63,0.037
"6493","AGD14 BR 1","M1310",0.77,0.83,0.8,0.65,5.75,0.037
"6494","AGD14 BR 1","M1310",0.83,0.89,0.86,0.62,6.46,0.04
"6495","AGD14 BR 3","M1311",0,0.05,0.025,0.85,4.21,0.036
"6496","AGD14 BR 3","M1311",0.05,0.11,0.08,0.68,6.03,0.041
"6497","AGD14 BR 3","M1311",0.11,0.17,0.14,0.57,6.45,0.037
"6498","AGD14 BR 3","M1311",0.17,0.23,0.2,0.58,7.09,0.041
"6499","AGD14 BR 3","M1311",0.23,0.29,0.26,0.34,19.66,0.066
"6500","AGD14 BR 3","M1311",0.29,0.35,0.32,0.43,15.68,0.067
"6501","AGD14 BR 3","M1311",0.35,0.41,0.38,0.56,7.2,0.04
"6502","AGD14 BR 3","M1311",0.41,0.47,0.44,0.61,6.65,0.041
"6503","AGD14 BR 3","M1311",0.47,0.53,0.5,0.59,6.74,0.039
"6504","AGD14 BR 3","M1311",0.53,0.59,0.56,0.7,6.47,0.045
"6505","AGD14 BR 3","M1311",0.59,0.65,0.62,0.78,4.98,0.039
"6506","AGD14 BR 3","M1311",0.65,0.71,0.68,0.87,4.5,0.039
"6507","AGD14 BR 4","M1312",0,0.05,0.025,0.35,12.45,0.044
"6508","AGD14 BR 4","M1312",0.05,0.11,0.08,0.45,10.67,0.048
"6509","AGD14 BR 4","M1312",0.11,0.17,0.14,0.37,10.12,0.037
"6510","AGD14 BR 4","M1312",0.17,0.23,0.2,0.43,11,0.047
"6511","AGD14 BR 4","M1312",0.23,0.29,0.26,0.38,8.94,0.034
"6512","AGD14 BR 4","M1312",0.29,0.35,0.32,0.4,8.25,0.033
"6513","AGD14 BR 4","M1312",0.35,0.41,0.38,0.45,10.06,0.045
"6514","AGD14 BR 4","M1312",0.41,0.47,0.44,0.42,11.3,0.047
"6515","AGD14 BR 4","M1312",0.47,0.53,0.5,0.45,7.07,0.032
"6516","AGD14 BR 4","M1312",0.53,0.59,0.56,0.61,6.59,0.04
"6517","AGD14 BR 4","M1312",0.59,0.65,0.62,0.61,7.82,0.048
"6518","AGD14 BR 4","M1312",0.65,0.71,0.68,0.52,8.18,0.043
"6519","AGD14 BR 4","M1312",0.71,0.77,0.74,0.68,9.77,0.066
"6520","AGD14 BR 6","M1313",0,0.05,0.025,0.48,15.56,0.074
"6521","AGD14 BR 6","M1313",0.05,0.11,0.08,0.52,12.3,0.064
"6522","AGD14 BR 6","M1313",0.11,0.17,0.14,0.7,7.66,0.053
"6523","AGD14 BR 6","M1313",0.17,0.23,0.2,0.49,7.58,0.038
"6524","AGD14 BR 6","M1313",0.23,0.29,0.26,0.57,11.18,0.064
"6525","AGD14 BR 6","M1313",0.29,0.35,0.32,0.52,9.26,0.048
"6526","AGD14 BR 6","M1313",0.35,0.41,0.38,0.56,7.62,0.043
"6527","AGD14 BR 6","M1313",0.41,0.47,0.44,0.52,8.2,0.043
"6528","AGD14 BR 6","M1313",0.47,0.53,0.5,0.67,7.82,0.053
"6529","AGD14 BR 6","M1313",0.53,0.59,0.56,0.68,5.57,0.038
"6530","AGD14 BR 6","M1313",0.59,0.71,0.65,0.7,5.73,0.04
"6531","AGD14 BR 6","M1313",0.71,0.77,0.74,0.59,7.16,0.042
"6532","AGD14 BR 6","M1313",0.77,0.83,0.8,0.75,5.91,0.044
"6533","AGD14 BR 6","M1313",0.83,0.89,0.86,0.55,5.83,0.032
"6534","AGD14 BR 7","M1314",0,0.05,0.025,0.69,4.8,0.033
"6535","AGD14 BR 7","M1314",0.05,0.11,0.08,0.59,7.12,0.042
"6536","AGD14 BR 7","M1314",0.11,0.17,0.14,0.53,8.86,0.047
"6537","AGD14 BR 7","M1314",0.17,0.23,0.2,0.45,10.54,0.048
"6538","AGD14 BR 7","M1314",0.23,0.29,0.26,0.35,15.59,0.054
"6539","AGD14 BR 7","M1314",0.29,0.35,0.32,0.49,12.03,0.059
"6540","AGD14 BR 7","M1314",0.35,0.41,0.38,0.5,14.83,0.073
"6541","AGD14 BR 7","M1314",0.41,0.47,0.44,0.49,8.47,0.042
"6542","AGD14 BR 7","M1314",0.47,0.53,0.5,0.36,11.83,0.042
"6543","AGD14 BR 7","M1314",0.53,0.59,0.56,0.27,20.03,0.054
"6544","AGD14 BR 7","M1314",0.59,0.65,0.62,0.39,9.21,0.035
"6545","AGD14 BR 7","M1314",0.65,0.71,0.68,0.56,9.5,0.053
"6546","AGD14 BR 7","M1314",0.71,0.77,0.74,0.54,8.69,0.047
"6547","AGD14 BR 7","M1314",0.89,0.83,0.86,0.61,9.24,0.057
"6548","AGD14 BR 7","M1314",0.83,0.89,0.86,0.62,7.68,0.047
"6549","AGD14 PL 2","M1309",0,0.05,0.025,0.77,3.55,0.027
"6550","AGD14 PL 2","M1309",0.05,0.11,0.08,0.76,3.72,0.028
"6551","AGD14 PL 2","M1309",0.11,0.23,0.17,0.58,7.41,0.043
"6552","AGD14 PL 2","M1309",0.23,0.35,0.29,0.29,18.69,0.055
"6553","AGD14 PL 2","M1309",0.35,0.41,0.38,0.58,7.38,0.043
"6554","AGD14 PL 2","M1309",0.41,0.47,0.44,0.29,18.9,0.055
"6555","AGD14 PL 2","M1309",0.47,0.53,0.5,0.9,5.18,0.046
"6556","AGD14 PL 2","M1309",0.53,0.59,0.56,0.25,21.56,0.054
"6557","AGD14 PL 2","M1309",0.59,0.65,0.62,0.5,9.54,0.048
"6558","AGD14 PL 2","M1309",0.65,0.71,0.68,0.26,21.08,0.054
"6559","AGD14 PL 2","M1309",0.71,0.77,0.74,0.39,13.62,0.053
"6560","AGD14 PL 2","M1309",0.77,0.83,0.8,0.32,17.13,0.055
"6561","AGD14 PL 2","M1309",0.83,0.89,0.86,0.92,1.96,0.018
"6562","AGD14 TM 1","M1315",0,0.05,0.025,0.62,5.31,0.033
"6563","AGD14 TM 1","M1315",0.05,0.11,0.08,0.58,9.06,0.052
"6564","AGD14 TM 1","M1315",0.11,0.17,0.14,0.59,5.86,0.034
"6565","AGD14 TM 1","M1315",0.17,0.23,0.2,0.6,6.57,0.039
"6566","AGD14 TM 1","M1315",0.23,0.29,0.26,0.66,6.66,0.044
"6567","AGD14 TM 1","M1315",0.29,0.35,0.32,0.63,6.42,0.041
"6568","AGD14 TM 1","M1315",0.35,0.41,0.38,0.11,49.48,0.054
"6569","AGD14 TM 1","M1315",0.41,0.47,0.44,0.63,6.28,0.04
"6570","AGD14 TM 1","M1315",0.47,0.53,0.5,0.78,6.03,0.047
"6571","AGD14 TM 1","M1315",0.53,0.59,0.56,0.81,5.48,0.044
"6572","AGD14 TM 1","M1315",0.59,0.65,0.62,0.93,4.62,0.043
"6573","AGD14 TM 1","M1315",0.65,0.71,0.68,0.91,4.66,0.042
"6574","AGD14 TM 1","M1315",0.71,0.77,0.74,0.84,4.5,0.038
"6575","AGD14 TM 1","M1315",0.77,0.83,0.8,0.97,4.21,0.041
"6576","AGD14 TM 1","M1315",0.83,0.89,0.86,0.76,3.64,0.028
"6577","AGD14 TM 1","M1315",0.89,0.95,0.92,0.76,3.63,0.028
"6578","AGD14 TM 6","M1316",0,0.05,0.025,0.55,8.22,0.045
"6579","AGD14 TM 6","M1316",0.05,0.11,0.08,0.29,18.93,0.055
"6580","AGD14 TM 6","M1316",0.11,0.17,0.14,0.6,12,0.072
"6581","AGD14 TM 6","M1316",0.17,0.23,0.2,0.51,8.69,0.044
"6582","AGD14 TM 6","M1316",0.23,0.29,0.26,0.63,5.53,0.035
"6583","AGD14 TM 6","M1316",0.29,0.35,0.32,0.53,6.41,0.034
"6584","AGD14 TM 6","M1316",0.35,0.47,0.41,0.86,2.4,0.021
"6585","AGD14 TM 6","M1316",0.47,0.53,0.5,0.81,3.01,0.024
"6586","AGD14 TM 6","M1316",0.53,0.59,0.56,0.88,2.26,0.02
"6587","AGD14 TM 6","M1316",0.59,0.65,0.62,0.95,1.76,0.017
"6588","JPZ12 Sites 1-2","M1317",0,0.02,0.01,0.86,2.42,0.021
"6589","JPZ12 Sites 1-2","M1317",0.02,0.04,0.03,0.85,2.48,0.021
"6590","JPZ12 Sites 1-2","M1317",0.04,0.06,0.05,0.84,2.66,0.022
"6591","JPZ12 Sites 1-2","M1317",0.06,0.08,0.07,0.83,2.71,0.023
"6592","JPZ12 Sites 1-2","M1317",0.08,0.1,0.09,0.83,2.71,0.023
"6593","JPZ12 Sites 1-2","M1317",0.1,0.12,0.11,0.86,2.42,0.021
"6594","JPZ12 Sites 1-2","M1317",0.12,0.14,0.13,0.86,2.42,0.021
"6595","JPZ12 Sites 1-2","M1317",0.14,0.16,0.15,0.86,2.45,0.021
"6596","JPZ12 Sites 1-2","M1317",0.16,0.18,0.17,0.88,2.23,0.02
"6597","JPZ12 Sites 1-2","M1317",0.18,0.2,0.19,0.92,1.92,0.018
"6598","JPZ12 Sites 1-2","M1317",0.2,0.25,0.225,0.99,1.55,0.015
"6599","JPZ12 Sites 1-2","M1317",0.25,0.3,0.275,1,1.5,0.015
"6600","JPZ12 Sites 1-2","M1317",0.3,0.35,0.325,1.04,1.31,0.014
"6601","JPZ12 Sites 1-2","M1317",0.35,0.4,0.375,1.05,1.24,0.013
"6602","JPZ12 Sites 1-2","M1317",0.4,0.5,0.45,1.11,1.04,0.012
"6603","JPZ12 Sites 1-2","M1317",0.5,0.6,0.55,1.24,0.67,0.008
"6604","JPZ12 Sites 1-2","M1317",0.6,0.7,0.65,1.35,0.43,0.006
"6605","JPZ12 Sites 1-2","M1317",0.7,0.8,0.75,1.33,0.45,0.006
"6606","JPZ12 Sites 1-2","M1317",0.8,1,0.9,1.41,0.32,0.004
"6607","CJO16 Tall Mangrove","M1318",0,0.3,0.15,1.62,0,0.03
"6608","CJO16 Shrub Mangrove","M1319",0,0.3,0.15,1.62,0,0.026
"6609","CJO16 Dwarf Mangrove","M1320",0,0.3,0.15,1.62,0,0.025
"6610","WT03 Mangrove Sediment","M1321",0,0.02,0.01,0.89,2.2,0.019
"6611","EK92 Dry Site","M1322",0,0.01,0.005,1.1,1.07,0.012
"6612","EK92 Dry Site","M1322",0.01,0.02,0.015,1.13,0.96,0.011
"6613","EK92 Dry Site","M1322",0.02,0.03,0.025,1.16,0.88,0.01
"6614","EK92 Dry Site","M1322",0.03,0.04,0.035,1.19,0.79,0.009
"6615","EK92 Dry Site","M1322",0.04,0.06,0.05,1.22,0.71,0.009
"6616","EK92 Dry Site","M1322",0.06,0.08,0.07,1.29,0.54,0.007
"6617","EK92 Dry Site","M1322",0.08,0.1,0.09,1.32,0.48,0.006
"6618","EK00 MB","M1323",0,0.01,0.005,1.34,0.44,0.006
"6619","EK00 MB","M1323",0.02,0.03,0.025,1.33,0.46,0.006
"6620","EK00 MB","M1323",0.06,0.08,0.07,1.36,0.41,0.006
"6621","EK00 MB","M1323",0.14,0.16,0.15,1.35,0.41,0.006
"6622","ND14 Avicennia","M1324",0,0.15,0.075,0.49,9.86,0.049
"6623","ND14 Rhizophora","M1325",0,0.15,0.075,0.87,2.3,0.02
"6624","ND14 Lumnitzera","M1326",0,0.15,0.075,0.87,2.36,0.02
"6625","SDF94 1","M1327",0,0.45,0.225,0.98,1.6,0.016
"6626","SDF94 2","M1328",0,0.45,0.225,1,1.48,0.015
"6627","SDF94 3","M1329",0,0.45,0.225,0.98,1.55,0.015
"6628","SDF94 4","M1330",0,0.45,0.225,1.14,0.93,0.011
"6629","SDF94 5","M1331",0,0.45,0.225,1.06,1.23,0.013
"6630","BKHL72 Station I","M1332",0,0.0762,0.038,0.32,17.3,0.055
"6631","XLO09 Laguncularia","M1333",0,0.03,0.015,0.87,2.3,0.02
"6632","XLO09 Laguncularia","M1333",0.1,0.15,0.125,0.87,2.3,0.02
"6633","XLO09 Laguncularia","M1333",0.15,0.2,0.175,0.91,2,0.018
"6634","XLO09 Laguncularia","M1333",0.2,0.25,0.225,0.94,1.8,0.017
"6635","XLO09 Laguncularia","M1333",0.25,0.3,0.275,1.15,0.9,0.01
"6636","XLO09 Rhizophora","M1334",0,0.03,0.015,0.66,5.6,0.037
"6637","XLO09 Rhizophora","M1334",0.1,0.15,0.125,0.66,5.6,0.037
"6638","XLO09 Rhizophora","M1334",0.15,0.2,0.175,0.69,4.8,0.033
"6639","XLO09 Rhizophora","M1334",0.2,0.25,0.225,0.67,5.2,0.035
"6640","XLO09 Rhizophora","M1334",0.35,0.4,0.375,0.65,5.8,0.038
"6641","XLO09 Avicennia","M1335",0,0.03,0.015,0.6,7,0.042
"6642","XLO09 Avicennia","M1335",0.03,0.06,0.045,0.62,6.3,0.039
"6643","XLO09 Avicennia","M1335",0.1,0.15,0.125,0.69,4.9,0.034
"6644","XLO09 Avicennia","M1335",0.15,0.2,0.175,0.67,5.4,0.036
"6645","XLO09 Avicennia","M1335",0.2,0.25,0.225,0.6,6.8,0.041
"6646","XLO09 Avicennia","M1335",0.25,0.3,0.275,0.65,5.8,0.038
"6647","XLO09 Avicennia","M1335",0.3,0.35,0.325,0.8,3.1,0.025
"6648","ANMM11 Averaged","M1336",0,0.3,0.15,0.15,33.99,0.051
"6649","ANMM11 Averaged","M1336",0.3,0.6,0.45,0.14,36.42,0.051
"6650","ANMM11 Averaged","M1336",0.6,1,0.8,0.13,38.08,0.051
"6651","NFYT98 Transect A Core 1","M1337",0,0.01,0.005,0.92,1.97,0.018
"6652","NFYT98 Transect A Core 2","M1338",0,0.01,0.005,0.8,3.07,0.025
"6653","NFYT98 Transect A Core 3","M1339",0,0.01,0.005,0.78,3.41,0.026
"6654","NFYT98 Transect A Core 4","M1340",0,0.01,0.005,0.87,2.36,0.02
"6655","NFYT98 Transect A Core 5","M1341",0,0.01,0.005,0.7,4.62,0.033
"6656","NFYT98 Transect A Core 6","M1342",0,0.01,0.005,0.68,5.1,0.035
"6657","NFYT98 Transect A Core 7","M1343",0,0.01,0.005,0.66,5.51,0.036
"6658","NFYT98 Transect A Core 8","M1344",0,0.01,0.005,0.72,4.27,0.031
"6659","NFYT98 Transect A Core 9","M1345",0,0.01,0.005,0.69,4.97,0.034
"6660","NFYT98 Transect A Core 10","M1346",0,0.01,0.005,0.62,6.34,0.04
"6661","NFYT98 Transect A Core 11","M1347",0,0.01,0.005,0.66,5.41,0.036
"6662","NFYT98 Transect A Core 12","M1348",0,0.01,0.005,0.6,6.81,0.041
"6663","NFYT98 Transect A Core 13","M1349",0,0.01,0.005,0.67,5.23,0.035
"6664","NFYT98 Transect A Core 14","M1350",0,0.01,0.005,0.68,5.03,0.034
"6665","NFYT98 Transect A Core 15","M1351",0,0.01,0.005,0.65,5.8,0.038
"6666","NFYT98 Transect A Core 16","M1352",0,0.01,0.005,0.67,5.31,0.036
"6667","NFYT98 Transect A Core 17","M1353",0,0.01,0.005,0.7,4.69,0.033
"6668","NFYT98 Transect A Core 18","M1354",0,0.01,0.005,0.66,5.49,0.036
"6669","NFYT98 Transect A Core 19","M1355",0,0.01,0.005,0.8,3.13,0.025
"6670","NFYT98 Transect A Core 20","M1356",0,0.01,0.005,0.91,2.04,0.019
"6671","NFYT98 Transect A Core 21","M1357",0,0.01,0.005,1.05,1.24,0.013
"6672","NFYT98 Transect B Core 1","M1358",0,0.01,0.005,0.64,5.92,0.038
"6673","NFYT98 Transect B Core 2","M1359",0,0.01,0.005,0.75,3.88,0.029
"6674","NFYT98 Transect B Core 3","M1360",0,0.01,0.005,0.76,3.63,0.028
"6675","NFYT98 Transect B Core 4","M1361",0,0.01,0.005,0.9,2.1,0.019
"6676","NFYT98 Transect B Core 5","M1362",0,0.01,0.005,0.86,2.47,0.021
"6677","NFYT98 Transect B Core 6","M1363",0,0.01,0.005,1.12,1,0.011
"6678","NFYT98 Transect B Core 7","M1364",0,0.01,0.005,1.03,1.33,0.014
"6679","NFYT98 Transect B Core 8","M1365",0,0.01,0.005,1.16,0.88,0.01
"6680","NFYT98 Transect B Core 9","M1366",0,0.01,0.005,1.15,0.9,0.01
"6681","NFYT98 Transect B Core 10","M1367",0,0.01,0.005,1.08,1.14,0.012
"6682","NFYT98 Transect B Core 11","M1368",0,0.01,0.005,1.08,1.14,0.012
"6683","AFD14 Point 1","M1369",0,0.2,0.1,0.12,42.7,0.052
"6684","AFD14 Point 1","M1369",0.2,0.4,0.3,0.12,43.7,0.052
"6685","AFD14 Point 2","M1370",0,0.2,0.1,0.13,39.1,0.051
"6686","AFD14 Point 2","M1370",0.2,0.4,0.3,0.13,38.75,0.051
"6687","AFD14 Point 3","M1371",0,0.2,0.1,0.13,40.4,0.051
"6688","AFD14 Point 3","M1371",0.2,0.4,0.3,0.13,39.6,0.051
"6689","AFD14 Point 4","M1372",0,0.2,0.1,0.13,40.9,0.051
"6690","AFD14 Point 4","M1372",0.2,0.4,0.3,0.12,41.3,0.051
"6691","DCD11 B1 Core 1","M1435",0,0.15,0.075,0.32,8.91,0.029
"6692","DCD11 B1 Core 1","M1435",0.15,0.3,0.225,0.68,5.03,0.034
"6693","DCD11 B1 Core 1","M1435",0.3,0.5,0.4,0.33,7.71,0.025
"6694","DCD11 B1 Core 1","M1435",0.5,1,0.75,0.34,7.11,0.024
"6695","DCD11 B1 Core 1","M1435",1,3,2,0.5,6.47,0.032
"6696","DCD11 B1 Core 2","M1436",0,0.15,0.075,0.59,7.1,0.042
"6697","DCD11 B1 Core 2","M1436",0.15,0.3,0.225,0.62,6.39,0.04
"6698","DCD11 B1 Core 2","M1436",0.3,0.5,0.4,0.61,6.71,0.041
"6699","DCD11 B1 Core 2","M1436",0.5,1,0.75,0.59,7.27,0.043
"6700","DCD11 B1 Core 2","M1436",1,3,2,0.35,8.77,0.031
"6701","DCD11 B1 Core 3","M1437",0,0.15,0.075,0.33,7.84,0.026
"6702","DCD11 B1 Core 3","M1437",0.15,0.3,0.225,0.32,8.38,0.027
"6703","DCD11 B1 Core 3","M1437",0.3,0.5,0.4,0.29,9.17,0.027
"6704","DCD11 B1 Core 3","M1437",0.5,1,0.75,0.36,10.64,0.038
"6705","DCD11 B1 Core 3","M1437",1,3,2,0.41,9.44,0.039
"6706","DCD11 B1 Core 4","M1438",0,0.15,0.075,0.31,8.77,0.027
"6707","DCD11 B1 Core 4","M1438",0.15,0.3,0.225,0.33,7.35,0.025
"6708","DCD11 B1 Core 4","M1438",0.3,0.5,0.4,0.29,9.57,0.028
"6709","DCD11 B1 Core 4","M1438",0.5,1,0.75,0.27,10.5,0.028
"6710","DCD11 B1 Core 4","M1438",1,3,2,0.41,6.78,0.028
"6711","DCD11 B1 Core 5","M1439",0,0.15,0.075,0.26,9.97,0.026
"6712","DCD11 B1 Core 5","M1439",0.15,0.3,0.225,0.32,11.17,0.036
"6713","DCD11 B1 Core 5","M1439",0.3,0.5,0.4,0.25,11.83,0.029
"6714","DCD11 B1 Core 5","M1439",0.5,1,0.75,0.26,10.9,0.029
"6715","DCD11 B1 Core 5","M1439",1,3,2,0.42,9.7,0.04
"6716","DCD11 B1 Core 6","M1440",0,0.15,0.075,0.34,9.44,0.032
"6717","DCD11 B1 Core 6","M1440",0.15,0.3,0.225,0.41,9.04,0.037
"6718","DCD11 B1 Core 6","M1440",0.3,0.5,0.4,0.53,8.77,0.046
"6719","DCD11 B1 Core 6","M1440",0.5,1,0.75,0.28,10.6,0.029
"6720","DCD11 B1 Core 6","M1440",1,3,2,0.41,7.7,0.032
"6721","DCD11 B5 Core 1","M1501",0,0.15,0.075,0.37,7.27,0.027
"6722","DCD11 B5 Core 1","M1501",0.15,0.3,0.225,0.38,7.35,0.028
"6723","DCD11 B5 Core 1","M1501",0.3,0.5,0.4,0.38,7.35,0.028
"6724","DCD11 B5 Core 1","M1501",0.5,1,0.75,0.38,7.19,0.027
"6725","DCD11 B5 Core 1","M1501",1,3,2,0.49,5.51,0.027
"6726","DCD11 B5 Core 2","M1502",0,0.15,0.075,0.59,7.1,0.042
"6727","DCD11 B5 Core 2","M1502",0.15,0.3,0.225,0.36,6.63,0.024
"6728","DCD11 B5 Core 2","M1502",0.3,0.5,0.4,0.62,6.47,0.04
"6729","DCD11 B5 Core 2","M1502",0.5,1,0.75,0.35,7.21,0.025
"6730","DCD11 B5 Core 2","M1502",1,3,2,0.52,5.83,0.031
"6731","DCD11 B5 Core 3","M1503",0,0.15,0.075,0.58,7.35,0.043
"6732","DCD11 B5 Core 3","M1503",0.15,0.3,0.225,0.59,7.1,0.042
"6733","DCD11 B5 Core 3","M1503",0.3,0.5,0.4,0.58,7.35,0.043
"6734","DCD11 B5 Core 3","M1503",0.5,1,0.75,0.58,7.35,0.043
"6735","DCD11 B5 Core 3","M1503",1,3,2,0.44,7.35,0.032
"6736","DCD11 B5 Core 4","M1504",0,0.15,0.075,0.6,6.79,0.041
"6737","DCD11 B5 Core 4","M1504",0.15,0.3,0.225,0.58,7.35,0.043
"6738","DCD11 B5 Core 4","M1504",0.3,0.5,0.4,0.58,7.35,0.043
"6739","DCD11 B5 Core 4","M1504",0.5,1,0.75,0.58,7.35,0.043
"6740","DCD11 B5 Core 4","M1504",1,3,2,0.41,7.19,0.03
"6741","DCD11 B5 Core 5","M1505",0,0.15,0.075,0.59,7.1,0.042
"6742","DCD11 B5 Core 5","M1505",0.15,0.3,0.225,0.58,7.35,0.043
"6743","DCD11 B5 Core 5","M1505",0.3,0.5,0.4,0.59,7.03,0.042
"6744","DCD11 B5 Core 5","M1505",0.5,1,0.75,0.57,7.6,0.044
"6745","DCD11 B5 Core 5","M1505",1,3,2,0.47,7.03,0.033
"6746","DCD11 B5 Core 6","M1506",0,0.15,0.075,0.59,7.1,0.042
"6747","DCD11 B5 Core 6","M1506",0.15,0.3,0.225,0.59,7.19,0.042
"6748","DCD11 B5 Core 6","M1506",0.3,0.5,0.4,0.58,7.35,0.043
"6749","DCD11 B5 Core 6","M1506",0.5,1,0.75,0.58,7.35,0.043
"6750","DCD11 B5 Core 6","M1506",1,3,2,0.36,7.27,0.026
"6751","DCD11 B3 Core 1","M1489",0,0.15,0.075,0.39,10.24,0.04
"6752","DCD11 B3 Core 1","M1489",0.15,0.3,0.225,0.48,10.37,0.05
"6753","DCD11 B3 Core 1","M1489",0.3,0.5,0.4,0.46,9.7,0.044
"6754","DCD11 B3 Core 1","M1489",0.5,1,0.75,0.49,10.1,0.049
"6755","DCD11 B3 Core 1","M1489",1,3,2,0.69,4.92,0.034
"6756","DCD11 B3 Core 2","M1490",0,0.15,0.075,0.38,9.7,0.037
"6757","DCD11 B3 Core 2","M1490",0.15,0.3,0.225,0.44,10.37,0.046
"6758","DCD11 B3 Core 2","M1490",0.3,0.5,0.4,0.35,10.24,0.036
"6759","DCD11 B3 Core 2","M1490",0.5,1,0.75,0.5,9.44,0.047
"6760","DCD11 B3 Core 2","M1490",1,3,2,0.68,5.18,0.035
"6761","DCD11 B3 Core 3","M1491",0,0.15,0.075,0.27,11.57,0.031
"6762","DCD11 B3 Core 3","M1491",0.15,0.3,0.225,0.27,12.23,0.033
"6763","DCD11 B3 Core 3","M1491",0.3,0.5,0.4,0.24,10.5,0.025
"6764","DCD11 B3 Core 3","M1491",0.5,1,0.75,0.26,11.04,0.028
"6765","DCD11 B3 Core 3","M1491",1,3,2,0.54,9.31,0.05
"6766","DCD11 B3 Core 4","M1492",0,0.15,0.075,0.22,11.57,0.025
"6767","DCD11 B3 Core 4","M1492",0.15,0.3,0.225,0.28,10.5,0.03
"6768","DCD11 B3 Core 4","M1492",0.3,0.5,0.4,0.33,12.23,0.04
"6769","DCD11 B3 Core 4","M1492",0.5,1,0.75,0.34,18.64,0.063
"6770","DCD11 B3 Core 4","M1492",1,3,2,0.48,9.44,0.045
"6771","DCD11 B3 Core 5","M1493",0,0.15,0.075,0.55,8.24,0.045
"6772","DCD11 B3 Core 5","M1493",0.15,0.3,0.225,0.26,10.9,0.028
"6773","DCD11 B3 Core 5","M1493",0.3,0.5,0.4,0.28,10.5,0.03
"6774","DCD11 B3 Core 5","M1493",0.5,1,0.75,0.47,10.64,0.05
"6775","DCD11 B3 Core 5","M1493",1,3,2,0.4,8.51,0.034
"6776","DCD11 B3 Core 6","M1494",0,0.15,0.075,0.2,11.7,0.024
"6777","DCD11 B3 Core 6","M1494",0.15,0.3,0.225,0.51,9.31,0.048
