"study_id","site_id","core_id","impact_class"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_1","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_1","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_2","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_4","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_4","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_3","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_5","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_4","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_3","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_2_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_2_4","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_2_3","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_2_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_2_1","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_4_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_4_4","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_4_3","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_4_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_4_1","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_3_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_3_4","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_3_3","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_3_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_3_1","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_8_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_8_4","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_8_3","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_8_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_8_1","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_4","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_3","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_1","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_4","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_3","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_1","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_1","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_2","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_5","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_4","natural"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_5","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_4","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_2","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_1","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_5","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_4","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_2","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_1","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_5","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_4","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_2","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_1","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_5","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_4","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_2","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_4","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_5","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_3","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_2","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_2","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_3","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_4","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_5","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_2","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_3","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_4","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_5","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_2","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_3","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_4","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_5","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_2","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_3","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_4","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_5","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_5","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_4","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_2","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_1","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_5","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_4","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_2","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_1","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_5","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_4","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_3","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_2","natural"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_1","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_5","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_4","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_3","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_2","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_1","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_1","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_2","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_3","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_4","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_5","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_1","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_2","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_3","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_4","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_5","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_5","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_4","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_3","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_2","natural"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_5","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_4","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_3","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_2","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_1","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_2","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_3","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_4","natural"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_5","natural"
