study_id,genus,species,percent_C,percent_N,CN_ratio
Radabaugh_et_al_2017,Sporobolus,virginicus,45.57050070823855,0.9536399255041822,47.7858565790917
Radabaugh_et_al_2017,Sporobolus,virginicus,45.88294910163911,0.9361917294280038,49.01020555871901
Radabaugh_et_al_2017,Sporobolus,virginicus,45.61503233154463,0.9356939067453978,48.749951242288546
Radabaugh_et_al_2017,Schizachyrium,scoparium,46.36849166376224,0.9684301141093355,47.88005968443816
Radabaugh_et_al_2017,Schizachyrium,scoparium,46.388051627081715,0.9827433973755613,47.202608281024396
Radabaugh_et_al_2017,Schizachyrium,scoparium,46.544203388418175,0.9771553817866772,47.63234615083893
Radabaugh_et_al_2017,Limonium,carolinianum,42.64021339412286,1.7514775118968007,24.34528168617176
Radabaugh_et_al_2017,Limonium,carolinianum,42.662665335583505,1.6935228431887113,25.19166807059688
Radabaugh_et_al_2017,Limonium,carolinianum,42.557382450281644,1.7416280758307066,24.435402162418054
Radabaugh_et_al_2017,Batis,maritima,23.74791667921969,0.7687823062064144,30.890300788014603
Radabaugh_et_al_2017,Batis,maritima,23.414020452656224,0.85533723618586055,27.374022154190975
Radabaugh_et_al_2017,Batis,maritima,23.186684486358523,0.8418076058419602,27.54392372490818
Radabaugh_et_al_2017,Sesuvium,portulacastrum,37.284284408233844,1.7811146201291743,20.933119063123414
Radabaugh_et_al_2017,Sesuvium,portulacastrum,37.84128994797576,1.7979361118926682,21.047071526996938
Radabaugh_et_al_2017,Sesuvium,portulacastrum,37.25410374890542,1.7114786039449925,21.767203903708733
Radabaugh_et_al_2017,Bacopa,monnieri,39.85745136235439,1.8029771387461873,22.106465193492006
Radabaugh_et_al_2017,Bacopa,monnieri,39.707398743061425,1.673706849498863,23.724225514731273
Radabaugh_et_al_2017,Bacopa,monnieri,39.79512844652487,1.690553534448006,23.53970320112852
Radabaugh_et_al_2017,Fimbristylis,castanea,43.281151168050926,0.8914587666264698,48.55092886891331
Radabaugh_et_al_2017,Fimbristylis,castanea,42.70192485151843,0.8472344312176702,50.40154563849107
Radabaugh_et_al_2017,Fimbristylis,castanea,42.88808153543677,0.8336559912673775,51.4457785761673
Radabaugh_et_al_2017,Juncus,roemerianus,46.91580928336595,0.8424234309746478,55.69148192980146
Radabaugh_et_al_2017,Juncus,roemerianus,47.59326519949716,0.7711824060538953,61.71466675832206
Radabaugh_et_al_2017,Juncus,roemerianus,46.80257707161924,0.8172659201229946,57.26725649416003
Radabaugh_et_al_2017,Rayjacksonia,phyllocephala,41.45035395174001,0.7701014283475333,53.82453846460625
Radabaugh_et_al_2017,Rayjacksonia,phyllocephala,41.43187127230834,0.7765341751006632,53.35485880829066
Radabaugh_et_al_2017,Rayjacksonia,phyllocephala,41.04831328789329,0.8397546517910722,48.88131694220845
Radabaugh_et_al_2017,Solidago,sempervirens,42.538137401036316,1.7743486181292836,23.97394568711349
Radabaugh_et_al_2017,Solidago,sempervirens,42.20782925268946,1.8715586456339062,22.552234390920432
Radabaugh_et_al_2017,Solidago,sempervirens,42.272309670863656,1.6459563949171963,25.68252099594064
Radabaugh_et_al_2017,Paspalum,distichum,42.18947343707342,0.9093118582692775,46.39714422879517
Radabaugh_et_al_2017,Paspalum,distichum,42.57266025813626,0.6948832926718435,61.2659143011531
Radabaugh_et_al_2017,Paspalum,distichum,42.64588470220112,0.7536657569616276,56.58461235405765
Radabaugh_et_al_2017,Fimbrystylis,cymosa,41.67694350646493,0.801280524011537,52.012924634450314
Radabaugh_et_al_2017,Fimbrystylis,cymosa,42.158434030094824,0.8232039048548261,51.212626399688375
Radabaugh_et_al_2017,Fimbrystylis,cymosa,41.730975792273306,0.7620299989622193,54.76290414958097
Radabaugh_et_al_2017,Borrichia,frutescens,40.62518216513723,0.9196831023488782,44.17302227406395
Radabaugh_et_al_2017,Borrichia,frutescens,40.60107660201602,0.9291951102737109,43.694888353487194
Radabaugh_et_al_2017,Borrichia,frutescens,40.88021543220252,0.8975660357101798,45.54563542487092
Radabaugh_et_al_2017,Spartina,alterniflora,42.08503021934732,1.2586548781691793,33.43651301821798
Radabaugh_et_al_2017,Spartina,alterniflora,42.2473136240861,1.4054924976654593,30.05872581622415
Radabaugh_et_al_2017,Spartina,alterniflora,41.9597560891752,1.4036193189670232,29.893971621917384
Radabaugh_et_al_2017,Blutaparon,vermiculare,39.03737595410301,0.832091077701711,46.914787335452225
Radabaugh_et_al_2017,Blutaparon,vermiculare,38.740848520969585,0.8250483559418491,46.955852032144534
Radabaugh_et_al_2017,Blutaparon,vermiculare,39.21035230388636,0.8810357702052001,44.504835819269815
Radabaugh_et_al_2017,Monanthochloe,littoralis,44.73132312477813,1.1277424019011693,39.66448636618542
Radabaugh_et_al_2017,Monanthochloe,littoralis,45.43241061801283,1.1226786196884726,40.46786838304597
Radabaugh_et_al_2017,Monanthochloe,littoralis,45.18838187719056,1.061324899480062,42.57733131421691
Radabaugh_et_al_2017,Salicornia,virginica,33.400305131395974,2.0580046439915893,16.229460525713215
Radabaugh_et_al_2017,Salicornia,virginica,33.49546412217033,1.9825180752013118,16.895414241693146
Radabaugh_et_al_2017,Salicornia,virginica,33.41993623584686,2.150564815280036,15.540073937039224
Radabaugh_et_al_2017,Spartina,patens,45.88934453390344,0.9079396590410239,50.54228447556997
Radabaugh_et_al_2017,Spartina,patens,45.33401515195873,0.8978851641238023,50.489769698108056
Radabaugh_et_al_2017,Spartina,patens,45.54591898496582,0.7971532401052196,57.1357133026945
